object_id,frame,x,y,w,h,area,solidity,eccentricity,focus_score,quality_score,cluster
4875,RCNHSha_20250516_001016_IMG6,2538,364,266,160,11570,0.3946,0.8944,15.1263,0.3335,49
4876,RCNHSha_20250516_001016_IMG6,1766,391,117,51,3381,0.774,0.9535,13.6943,0.3811,2
4877,RCNHSha_20250516_001016_IMG6,1531,402,66,76,2226,0.7009,0.725,18.5605,0.3179,7
4878,RCNHSha_20250516_001016_IMG6,1610,406,64,94,3124,0.6688,0.7635,24.6868,0.3503,49
4879,RCNHSha_20250516_001016_IMG6,1285,413,51,66,2119,0.9384,0.7794,19.9379,0.3862,49
4880,RCNHSha_20250516_001016_IMG6,1382,421,55,48,1691,0.9215,0.7747,26.4905,0.3706,10
4881,RCNHSha_20250516_001016_IMG6,2385,443,40,47,1346,0.9725,0.6982,12.0526,0.3577,7
4882,RCNHSha_20250516_001016_IMG6,2068,459,67,99,2502,0.6795,0.9485,13.0308,0.317,7
4883,RCNHSha_20250516_001016_IMG6,2818,498,84,176,6459,0.6667,0.8989,18.0574,0.4181,8
4884,RCNHSha_20250516_001016_IMG6,2188,516,47,62,1511,0.8302,0.7571,18.4757,0.328,16
4885,RCNHSha_20250516_001016_IMG6,1708,545,47,60,2047,0.9477,0.7705,32.6192,0.3988,23
4886,RCNHSha_20250516_001016_IMG6,1438,569,46,46,1550,0.9411,0.5782,17.6482,0.362,21
4887,RCNHSha_20250516_001016_IMG6,2693,571,107,165,6880,0.5344,0.8338,14.7013,0.375,39
4888,RCNHSha_20250516_001016_IMG6,1615,601,39,48,1405,0.971,0.5466,13.3801,0.3609,7
4889,RCNHSha_20250516_001016_IMG6,2209,601,63,41,1687,0.9404,0.7785,15.2198,0.3648,2
4890,RCNHSha_20250516_001016_IMG6,2164,603,41,41,1224,0.9488,0.7292,17.1373,0.3507,5
4891,RCNHSha_20250516_001016_IMG6,3054,613,51,68,2100,0.8052,0.6827,14.4347,0.34,14
4892,RCNHSha_20250516_001016_IMG6,1656,632,97,77,3343,0.7266,0.7333,15.7695,0.3675,10
4893,RCNHSha_20250516_001016_IMG6,1985,642,144,110,4237,0.5432,0.9203,29.3714,0.3618,49
4894,RCNHSha_20250516_001016_IMG6,2421,704,90,73,3638,0.8173,0.6205,14.719,0.4054,10
4895,RCNHSha_20250516_001016_IMG6,3086,744,62,38,1583,0.9072,0.827,26.7151,0.3622,49
4896,RCNHSha_20250516_001016_IMG6,969,763,40,56,1552,0.967,0.7271,12.4121,0.3646,7
4897,RCNHSha_20250516_001016_IMG6,1876,770,216,109,7072,0.6162,0.9682,19.1401,0.404,2
4898,RCNHSha_20250516_001016_IMG6,2230,778,165,96,5899,0.6191,0.9006,15.5423,0.4013,2
4899,RCNHSha_20250516_001016_IMG6,1402,781,150,39,3128,0.7456,0.9754,13.0847,0.3619,2
4900,RCNHSha_20250516_001016_IMG6,2901,793,37,70,1951,0.974,0.8371,16.4011,0.3867,14
4901,RCNHSha_20250516_001016_IMG6,1237,795,61,70,2335,0.7891,0.7926,16.4747,0.3466,49
4902,RCNHSha_20250516_001016_IMG6,2598,802,113,47,2247,0.5881,0.9589,20.1265,0.2864,4
4903,RCNHSha_20250516_001016_IMG6,1910,847,117,134,4891,0.4862,0.8687,23.3344,0.3648,49
4904,RCNHSha_20250516_001016_IMG6,2599,862,94,113,5288,0.7086,0.4358,27.0166,0.4396,49
4905,RCNHSha_20250516_001016_IMG6,2136,881,95,74,3287,0.7101,0.8323,23.5713,0.3681,49
4906,RCNHSha_20250516_001016_IMG6,1809,897,55,43,1316,0.9088,0.8681,16.0769,0.3414,3
4907,RCNHSha_20250516_001016_IMG6,721,949,36,69,1519,0.8071,0.8102,10.2058,0.3131,7
4908,RCNHSha_20250516_001016_IMG6,2875,949,96,106,3291,0.5667,0.6864,36.4121,0.3381,39
4909,RCNHSha_20250516_001016_IMG6,1482,952,62,62,2564,0.8541,0.5324,16.7646,0.3756,5
4910,RCNHSha_20250516_001016_IMG6,1349,969,137,84,6064,0.7677,0.7318,15.6942,0.446,2
4911,RCNHSha_20250516_001016_IMG6,2118,980,158,62,3163,0.5579,0.9667,15.9034,0.3098,2
4912,RCNHSha_20250516_001016_IMG6,2716,992,74,55,2845,0.891,0.6453,11.3751,0.3925,2
4913,RCNHSha_20250516_001016_IMG6,3246,1000,111,48,2093,0.5365,0.9652,9.6863,0.2544,2
4914,RCNHSha_20250516_001016_IMG6,2187,1026,79,219,7098,0.5698,0.9214,21.3181,0.3923,49
4915,RCNHSha_20250516_001016_IMG6,1101,1046,268,201,14795,0.4397,0.8652,18.438,0.3503,49
4916,RCNHSha_20250516_001016_IMG6,1918,1059,72,54,2288,0.8618,0.8294,14.804,0.3649,2
4917,RCNHSha_20250516_001016_IMG6,1137,1069,49,40,1233,0.8253,0.788,14.3193,0.3112,2
4918,RCNHSha_20250516_001016_IMG6,2964,1101,200,149,9568,0.6921,0.9676,13.4126,0.421,48
4919,RCNHSha_20250516_001016_IMG6,3245,1101,49,49,1580,0.9524,0.8248,12.5088,0.3614,5
4920,RCNHSha_20250516_001016_IMG6,738,1121,119,165,5453,0.5487,0.8155,18.7691,0.3834,49
4921,RCNHSha_20250516_001016_IMG6,1056,1135,52,50,1517,0.8451,0.6337,40.3543,0.3546,10
4922,RCNHSha_20250516_001016_IMG6,3200,1149,34,63,1585,0.9463,0.8237,12.8957,0.3602,7
4923,RCNHSha_20250516_001016_IMG6,1908,1182,90,43,1695,0.6815,0.9619,18.933,0.2912,2
4924,RCNHSha_20250516_001016_IMG6,2767,1197,82,64,2666,0.7628,0.5807,16.7564,0.3522,2
4925,RCNHSha_20250516_001016_IMG6,2005,1206,185,111,5737,0.504,0.8875,18.1781,0.3694,2
4926,RCNHSha_20250516_001016_IMG6,2140,1289,40,52,1421,0.9263,0.6915,18.4923,0.3532,7
4927,RCNHSha_20250516_001016_IMG6,1008,1293,64,53,1824,0.9268,0.9069,15.7907,0.3668,6
4928,RCNHSha_20250516_001016_IMG6,1675,1342,93,63,3505,0.8232,0.8091,16.3632,0.4035,2
4929,RCNHSha_20250516_001016_IMG6,2827,1342,200,85,6607,0.7733,0.9633,14.2647,0.4463,4
4930,RCNHSha_20250516_001016_IMG6,3096,1345,57,64,2227,0.9031,0.7078,12.8786,0.3729,14
4931,RCNHSha_20250516_001016_IMG6,2102,1357,49,88,2813,0.9051,0.8586,18.2174,0.4023,7
4932,RCNHSha_20250516_001016_IMG6,1404,1382,100,50,2026,0.6957,0.9125,18.4218,0.3082,2
4933,RCNHSha_20250516_001016_IMG6,1329,1388,69,84,2620,0.7842,0.8933,23.6523,0.3637,49
4934,RCNHSha_20250516_001016_IMG6,2446,1423,89,53,1612,0.6101,0.9618,17.0426,0.2646,2
4935,RCNHSha_20250516_001016_IMG6,1241,1443,76,68,2599,0.7763,0.4186,44.6298,0.3815,10
4936,RCNHSha_20250516_001016_IMG6,1641,1457,64,54,2138,0.8663,0.817,23.0658,0.3685,49
4937,RCNHSha_20250516_001016_IMG6,2118,1458,92,69,3001,0.7284,0.8064,17.8742,0.3564,49
4938,RCNHSha_20250516_001016_IMG6,1933,1478,59,70,2893,0.951,0.6408,20.0946,0.4211,7
4939,RCNHSha_20250516_001016_IMG6,2683,1482,58,56,1493,0.6313,0.3457,36.7633,0.2859,49
4940,RCNHSha_20250516_001016_IMG6,1538,1487,51,51,1428,0.851,0.8754,19.7974,0.3322,5
4941,RCNHSha_20250516_001016_IMG6,1595,1505,82,54,2072,0.668,0.9227,22.4743,0.3057,2
4942,RCNHSha_20250516_001016_IMG6,2519,1506,74,59,2245,0.7828,0.7684,23.0704,0.3477,49
4943,RCNHSha_20250516_001016_IMG6,2685,1516,228,115,4987,0.4673,0.9904,18.9758,0.3586,4
4944,RCNHSha_20250516_001016_IMG6,3335,1536,97,59,2365,0.6025,0.8109,12.9174,0.2883,2
4945,RCNHSha_20250516_001016_IMG6,1541,1538,49,60,1439,0.7376,0.7501,20.6617,0.2995,7
4946,RCNHSha_20250516_001016_IMG6,2437,1547,73,48,2486,0.8744,0.8021,19.463,0.3812,2
4947,RCNHSha_20250516_001016_IMG6,2033,1551,98,94,3637,0.6733,0.8418,23.3505,0.3708,49
4948,RCNHSha_20250516_001016_IMG6,3092,1565,142,166,7554,0.5325,0.806,17.3693,0.3771,26
4949,RCNHSha_20250516_001016_IMG6,1445,1580,77,120,3506,0.5878,0.8778,18.2603,0.3348,7
4950,RCNHSha_20250516_001016_IMG6,2865,1588,126,68,4769,0.7639,0.879,17.1002,0.437,2
4951,RCNHSha_20250516_001016_IMG6,3002,1608,118,38,1747,0.5831,0.9682,16.9357,0.2617,49
4952,RCNHSha_20250516_001016_IMG6,1388,1610,53,53,2008,0.8873,0.4407,20.7457,0.3673,49
4953,RCNHSha_20250516_001016_IMG6,794,1673,111,156,6150,0.5166,0.9066,17.2623,0.3722,49
4954,RCNHSha_20250516_001016_IMG6,2268,1683,44,64,1780,0.8545,0.7729,33.3327,0.3609,14
4955,RCNHSha_20250516_001016_IMG6,1893,1714,44,51,1543,0.8455,0.7422,40.1396,0.3555,33
4956,RCNHSha_20250516_001016_IMG6,911,1720,82,78,3091,0.7495,0.7196,19.8316,0.3683,21
4957,RCNHSha_20250516_001016_IMG6,1649,1730,295,181,15036,0.4045,0.8583,30.6059,0.352,49
4958,RCNHSha_20250516_001016_IMG6,2731,1735,73,90,3645,0.8439,0.8124,18.5731,0.4176,47
4959,RCNHSha_20250516_001016_IMG6,2901,1738,70,42,1954,0.9336,0.8021,17.2904,0.3755,2
4960,RCNHSha_20250516_001016_IMG6,1101,1796,223,72,7494,0.639,0.9793,16.7376,0.4084,49
4961,RCNHSha_20250516_001016_IMG6,2619,1800,66,64,2473,0.8024,0.4581,20.1122,0.3598,3
4962,RCNHSha_20250516_001016_IMG6,3112,1800,136,72,3625,0.6244,0.9015,17.4499,0.3498,49
4963,RCNHSha_20250516_001016_IMG6,2030,1808,61,32,1392,0.9587,0.8776,15.9571,0.3592,10
4964,RCNHSha_20250516_001016_IMG6,2700,1827,57,67,1755,0.7149,0.8855,23.4117,0.3081,7
4965,RCNHSha_20250516_001016_IMG6,1201,1854,143,156,6395,0.4943,0.8274,23.1782,0.3715,49
4966,RCNHSha_20250516_001016_IMG6,2809,1863,47,71,2431,0.9441,0.7906,14.3436,0.3948,7
4967,RCNHSha_20250516_001016_IMG6,2514,1882,53,105,1540,0.6187,0.9835,24.0239,0.2712,7
4968,RCNHSha_20250516_001016_IMG6,3154,1895,91,73,2577,0.6169,0.7451,14.087,0.3023,2
4969,RCNHSha_20250516_001016_IMG6,2853,1904,70,45,2216,0.9556,0.8232,16.4205,0.3917,2
4970,RCNHSha_20250516_001016_IMG6,1314,1928,67,71,3075,0.8313,0.348,16.0815,0.3885,39
4971,RCNHSha_20250516_001016_IMG6,1466,1936,55,48,1633,0.9252,0.848,30.8838,0.3738,10
4972,RCNHSha_20250516_001016_IMG6,2086,1942,90,78,3398,0.6876,0.8147,30.1004,0.3723,49
4973,RCNHSha_20250516_001016_IMG6,927,1943,149,69,4057,0.7532,0.9691,11.6963,0.4,2
4974,RCNHSha_20250516_001016_IMG6,2763,1955,52,39,1487,0.9706,0.7035,17.0775,0.3677,2
4975,RCNHSha_20250516_001016_IMG6,3098,1982,78,43,1897,0.8944,0.8898,14.2566,0.3585,2
4976,RCNHSha_20250516_001016_IMG6,1604,1986,140,158,5185,0.4402,0.7969,16.9722,0.349,49
4977,RCNHSha_20250516_001016_IMG6,880,2000,70,146,5651,0.7554,0.9032,11.0792,0.4377,7
4978,RCNHSha_20250516_001016_IMG6,1809,2011,72,81,3032,0.8228,0.7411,13.0405,0.3812,19
4979,RCNHSha_20250516_001016_IMG6,1046,2022,69,48,1622,0.7832,0.9313,18.5959,0.3184,2
4980,RCNHSha_20250516_001016_IMG6,3304,2026,62,42,1731,0.9459,0.8672,8.7529,0.3618,10
4981,RCNHSha_20250516_001016_IMG6,1368,2033,91,63,3055,0.9125,0.8803,21.9284,0.4179,48
4982,RCNHSha_20250516_001016_IMG6,3188,2083,66,102,2426,0.5638,0.9315,9.3444,0.2755,7
4983,RCNHSha_20250516_001016_IMG6,1938,2096,70,60,1456,0.612,0.6129,49.9396,0.2918,25
4984,RCNHSha_20250516_001016_IMG6,2782,2101,149,174,7957,0.534,0.8591,14.0914,0.3743,47
4985,RCNHSha_20250516_001016_IMG6,1149,2111,86,76,3447,0.7549,0.8102,15.269,0.3796,6
4986,RCNHSha_20250516_001016_IMG6,3096,2116,93,113,3615,0.46,0.8438,10.8897,0.2935,7
4987,RCNHSha_20250516_001016_IMG6,1547,2117,52,61,2119,0.9209,0.4888,39.2207,0.4003,49
4988,RCNHSha_20250516_001016_IMG6,1651,2145,55,63,1843,0.7913,0.6728,46.9432,0.3581,49
4989,RCNHSha_20250516_001016_IMG6,2452,2160,55,50,1497,0.7642,0.6563,31.7791,0.3209,49
4990,RCNHSha_20250516_001016_IMG6,1437,2175,185,80,7139,0.6716,0.8881,31.5966,0.4331,49
4991,RCNHSha_20250516_001016_IMG6,2558,2185,50,59,2051,0.9625,0.6099,15.2176,0.386,7
4992,RCNHSha_20250516_001016_IMG6,1008,2195,142,84,3262,0.5928,0.9843,14.7092,0.323,2
4993,RCNHSha_20250516_001016_IMG6,1661,2212,193,159,8824,0.4816,0.8565,21.6995,0.3662,49
4994,RCNHSha_20250516_001016_IMG6,1857,2226,85,77,3430,0.7626,0.8278,20.4566,0.3864,10
4995,RCNHSha_20250516_001016_IMG6,2635,2241,59,68,1944,0.7745,0.7348,24.5629,0.3347,49
4996,RCNHSha_20250516_001016_IMG6,1328,2259,114,83,3615,0.6407,0.9209,20.0892,0.3569,2
4997,RCNHSha_20250516_001016_IMG6,2418,2261,60,55,1875,0.7678,0.5596,22.2181,0.3276,49
4998,RCNHSha_20250516_001016_IMG6,3068,2291,57,38,1561,0.9654,0.7792,10.386,0.3624,2
4999,RCNHSha_20250516_001016_IMG6,2191,2317,43,61,1762,0.9607,0.7953,18.0423,0.3767,14
5000,RCNHSha_20250516_001016_IMG6,1433,2343,192,79,6414,0.5375,0.9541,17.4825,0.3787,2
5001,RCNHSha_20250516_001016_IMG6,2303,2404,168,100,5902,0.6417,0.9329,15.229,0.4077,2
5002,RCNHSha_20250516_001016_IMG6,1370,2410,64,55,2254,0.8076,0.4467,19.9269,0.3524,6
5003,RCNHSha_20250516_001016_IMG6,2657,2433,108,38,2814,0.8157,0.9526,13.6661,0.3709,2
5004,RCNHSha_20250516_001016_IMG6,2501,2457,59,93,2463,0.6182,0.8279,17.3627,0.3013,49
5005,RCNHSha_20250516_001016_IMG6,2402,2468,66,70,2171,0.7354,0.8803,15.9288,0.3234,49
5006,RCNHSha_20250516_001016_IMG6,2787,2535,86,77,3415,0.7678,0.7215,15.203,0.3821,10
5007,RCNHSha_20250516_001016_IMG6,2334,2550,134,207,6657,0.3774,0.9372,14.4839,0.3277,49
5008,RCNHSha_20250516_001016_IMG6,2025,2565,75,60,2309,0.7803,0.6628,14.7104,0.3412,2
5009,RCNHSha_20250516_001016_IMG6,2547,2566,82,96,3806,0.6748,0.339,27.2412,0.3819,34
5010,RCNHSha_20250516_001016_IMG6,1684,2568,64,72,1913,0.6599,0.6824,15.1211,0.2896,19
5011,RCNHSha_20250516_001016_IMG6,1447,2579,132,104,5128,0.7297,0.9009,21.46,0.4404,49
5012,RCNHSha_20250516_001016_IMG6,1212,2595,65,72,2351,0.7718,0.4134,9.2334,0.3348,7
5013,RCNHSha_20250516_001016_IMG6,1667,2699,116,131,5399,0.5636,0.7843,11.1117,0.3802,49
5014,RCNHSha_20250516_001016_IMG6,2294,2781,35,58,1372,0.8846,0.856,13.6132,0.3339,7
5015,RCNHSha_20250516_001016_IMG6,2029,2807,53,59,2156,0.8704,0.5552,13.0496,0.3604,14
5016,RCNHSha_20250516_003930_IMG3,2083,138,36,53,1401,0.9629,0.7528,14.1795,0.3591,14
5017,RCNHSha_20250516_003930_IMG3,1494,175,98,119,3058,0.6469,0.9792,9.5713,0.326,7
5018,RCNHSha_20250516_003930_IMG3,2518,206,80,64,2748,0.8223,0.796,13.6496,0.3702,49
5019,RCNHSha_20250516_003930_IMG3,1945,212,59,45,1684,0.9568,0.6999,24.6303,0.379,2
5020,RCNHSha_20250516_003930_IMG3,1423,229,56,71,1799,0.7771,0.8984,9.2791,0.3144,7
5021,RCNHSha_20250516_003930_IMG3,1942,275,141,240,10814,0.48,0.897,24.128,0.3681,49
5022,RCNHSha_20250516_003930_IMG3,2109,281,116,182,7058,0.5535,0.9507,32.999,0.399,39
5023,RCNHSha_20250516_003930_IMG3,2436,284,87,92,3149,0.6371,0.6258,19.546,0.3366,49
5024,RCNHSha_20250516_003930_IMG3,1835,288,79,60,1503,0.6208,0.9624,15.896,0.2623,2
5025,RCNHSha_20250516_003930_IMG3,2357,334,96,28,1527,0.8097,0.9664,20.5659,0.3245,2
5026,RCNHSha_20250516_003930_IMG3,2281,357,73,57,2708,0.8693,0.7202,18.4485,0.3876,6
5027,RCNHSha_20250516_003930_IMG3,2805,361,107,58,3405,0.7831,0.8804,14.733,0.3859,49
5028,RCNHSha_20250516_003930_IMG3,1251,401,78,123,4450,0.7158,0.8999,19.2036,0.4119,49
5029,RCNHSha_20250516_003930_IMG3,1532,402,54,79,1994,0.6824,0.89,17.8375,0.3023,7
5030,RCNHSha_20250516_003930_IMG3,1472,420,67,46,1785,0.8979,0.8772,19.7555,0.3605,2
5031,RCNHSha_20250516_003930_IMG3,2924,427,68,39,1692,0.825,0.8951,8.4712,0.3236,2
5032,RCNHSha_20250516_003930_IMG3,1116,433,61,79,2811,0.8153,0.7473,17.2776,0.3743,49
5033,RCNHSha_20250516_003930_IMG3,2052,448,85,129,3648,0.6123,0.85,20.5577,0.3502,49
5034,RCNHSha_20250516_003930_IMG3,1082,481,45,47,1413,0.9691,0.8431,17.5608,0.3648,7
5035,RCNHSha_20250516_003930_IMG3,2105,517,156,126,7047,0.6159,0.4759,20.1334,0.4049,48
5036,RCNHSha_20250516_003930_IMG3,1892,549,79,70,3428,0.8094,0.4228,19.4934,0.3994,10
5037,RCNHSha_20250516_003930_IMG3,2882,572,71,56,2012,0.7968,0.8629,30.8597,0.3504,49
5038,RCNHSha_20250516_003930_IMG3,1408,597,57,48,1892,0.9079,0.5752,15.8136,0.3639,6
5039,RCNHSha_20250516_003930_IMG3,2617,624,148,74,4860,0.7254,0.8979,21.3775,0.4334,49
5040,RCNHSha_20250516_003930_IMG3,3065,634,61,107,2664,0.6255,0.8809,11.6922,0.3059,7
5041,RCNHSha_20250516_003930_IMG3,1607,645,170,79,5629,0.5911,0.8885,28.1172,0.4054,49
5042,RCNHSha_20250516_003930_IMG3,1824,664,88,250,9413,0.6227,0.977,16.6023,0.4034,7
5043,RCNHSha_20250516_003930_IMG3,2928,693,81,87,3369,0.7182,0.4591,47.8381,0.3981,23
5044,RCNHSha_20250516_003930_IMG3,1396,756,71,62,1967,0.8508,0.8499,14.7679,0.3487,10
5045,RCNHSha_20250516_003930_IMG3,2517,772,105,79,2333,0.6981,0.9748,18.3962,0.3211,4
5046,RCNHSha_20250516_003930_IMG3,1030,820,139,85,5281,0.7035,0.9224,14.7545,0.4258,2
5047,RCNHSha_20250516_003930_IMG3,2345,853,36,58,1223,0.8849,0.7964,22.885,0.3373,7
5048,RCNHSha_20250516_003930_IMG3,1616,870,132,112,4635,0.5959,0.9179,19.2432,0.3834,49
5049,RCNHSha_20250516_003930_IMG3,1841,934,75,79,2124,0.5835,0.4693,33.2651,0.2933,49
5050,RCNHSha_20250516_003930_IMG3,1139,940,113,231,8315,0.4903,0.935,19.0894,0.3662,49
5051,RCNHSha_20250516_003930_IMG3,2107,942,117,147,3723,0.356,0.4616,23.3071,0.279,49
5052,RCNHSha_20250516_003930_IMG3,2856,1036,162,212,8682,0.4564,0.9484,14.3992,0.3513,49
5053,RCNHSha_20250516_003930_IMG3,1761,1048,294,278,16784,0.3816,0.9185,24.6154,0.3391,49
5054,RCNHSha_20250516_003930_IMG3,925,1101,136,204,8693,0.5142,0.902,16.5294,0.3708,49
5055,RCNHSha_20250516_003930_IMG3,1076,1118,71,63,2293,0.7749,0.74,38.339,0.3625,49
5056,RCNHSha_20250516_003930_IMG3,3285,1139,47,48,1492,0.8679,0.5122,13.8914,0.334,5
5057,RCNHSha_20250516_003930_IMG3,1338,1167,64,49,1994,0.9249,0.8655,12.2846,0.3695,2
5058,RCNHSha_20250516_003930_IMG3,2086,1192,84,45,1859,0.687,0.9325,17.8189,0.2983,2
5059,RCNHSha_20250516_003930_IMG3,2765,1217,98,180,6707,0.7019,0.937,14.3092,0.4249,38
5060,RCNHSha_20250516_003930_IMG3,1265,1257,158,129,6074,0.6004,0.8782,23.8778,0.404,49
5061,RCNHSha_20250516_003930_IMG3,915,1312,35,61,1463,0.907,0.8453,15.9096,0.3465,7
5062,RCNHSha_20250516_003930_IMG3,2401,1327,91,90,2265,0.4215,0.6921,25.7882,0.2428,49
5063,RCNHSha_20250516_003930_IMG3,2913,1353,94,149,4357,0.4822,0.8758,26.0751,0.345,0
5064,RCNHSha_20250516_003930_IMG3,1368,1372,49,43,1327,0.9095,0.5016,22.8612,0.3488,49
5065,RCNHSha_20250516_003930_IMG3,2664,1379,105,244,5850,0.3825,0.9647,17.5916,0.3323,17
5066,RCNHSha_20250516_003930_IMG3,1317,1413,64,75,2709,0.8333,0.628,23.2374,0.3816,49
5067,RCNHSha_20250516_003930_IMG3,1981,1444,54,39,1448,0.957,0.7875,12.8275,0.3579,2
5068,RCNHSha_20250516_003930_IMG3,1483,1484,128,80,3836,0.5405,0.7995,18.3618,0.334,4
5069,RCNHSha_20250516_003930_IMG3,843,1486,57,62,2284,0.7688,0.6786,36.7893,0.3588,49
5070,RCNHSha_20250516_003930_IMG3,2246,1532,63,67,1534,0.6448,0.7432,27.9237,0.2827,49
5071,RCNHSha_20250516_003930_IMG3,3048,1560,78,55,3138,0.9676,0.803,15.6164,0.4314,10
5072,RCNHSha_20250516_003930_IMG3,1445,1566,127,111,6151,0.6757,0.8755,23.3152,0.426,24
5073,RCNHSha_20250516_003930_IMG3,2927,1590,63,48,1448,0.7629,0.9213,17.1799,0.304,2
5074,RCNHSha_20250516_003930_IMG3,736,1595,112,107,4944,0.7526,0.8679,21.6694,0.4452,49
5075,RCNHSha_20250516_003930_IMG3,1068,1608,95,251,9685,0.6062,0.9564,14.7141,0.3966,30
5076,RCNHSha_20250516_003930_IMG3,2605,1631,48,52,1218,0.8241,0.8889,26.066,0.322,7
5077,RCNHSha_20250516_003930_IMG3,1950,1687,95,43,2444,0.7681,0.9115,16.0483,0.3442,2
5078,RCNHSha_20250516_003930_IMG3,1539,1693,53,67,1964,0.9051,0.8547,44.3245,0.3944,49
5079,RCNHSha_20250516_003930_IMG3,2669,1716,97,86,4047,0.6517,0.6527,20.4494,0.3778,49
5080,RCNHSha_20250516_003930_IMG3,797,1753,161,156,7082,0.4452,0.3801,19.8665,0.3534,49
5081,RCNHSha_20250516_003930_IMG3,2950,1754,247,110,7464,0.4877,0.9488,24.5538,0.3709,49
5082,RCNHSha_20250516_003930_IMG3,2788,1812,62,65,1995,0.8354,0.6856,12.4835,0.3429,7
5083,RCNHSha_20250516_003930_IMG3,2918,1812,46,52,1638,0.9585,0.6246,20.9428,0.374,14
5084,RCNHSha_20250516_003930_IMG3,2696,1823,54,75,1689,0.6557,0.9387,14.2854,0.2785,8
5085,RCNHSha_20250516_003930_IMG3,1106,1864,130,173,7889,0.5585,0.7802,12.517,0.3801,26
5086,RCNHSha_20250516_003930_IMG3,3269,1882,63,64,2031,0.8534,0.8285,12.0543,0.3493,5
5087,RCNHSha_20250516_003930_IMG3,2512,1887,54,79,1207,0.7241,0.9821,12.7628,0.2783,7
5088,RCNHSha_20250516_003930_IMG3,886,1893,52,111,2534,0.6794,0.9333,13.8934,0.3191,8
5089,RCNHSha_20250516_003930_IMG3,3123,1903,57,51,1386,0.6821,0.7754,16.7019,0.2768,2
5090,RCNHSha_20250516_003930_IMG3,995,2002,72,39,1652,0.8122,0.9276,16.9139,0.3267,2
5091,RCNHSha_20250516_003930_IMG3,1769,2013,51,86,2649,0.9125,0.8724,9.8556,0.3896,7
5092,RCNHSha_20250516_003930_IMG3,3029,2033,159,189,7827,0.4748,0.8876,15.7833,0.3582,49
5093,RCNHSha_20250516_003930_IMG3,2973,2063,78,41,1650,0.7503,0.9301,15.1652,0.3063,2
5094,RCNHSha_20250516_003930_IMG3,1584,2096,88,88,3859,0.6795,0.5564,26.8169,0.385,49
5095,RCNHSha_20250516_003930_IMG3,1404,2183,57,111,3158,0.8603,0.958,13.1621,0.3976,49
5096,RCNHSha_20250516_003930_IMG3,984,2197,39,80,1471,0.7951,0.9588,15.2223,0.3126,7
5097,RCNHSha_20250516_003930_IMG3,1141,2207,56,57,1684,0.7851,0.8533,15.7135,0.3186,5
5098,RCNHSha_20250516_003930_IMG3,1325,2253,117,92,3700,0.6601,0.9372,16.2878,0.3623,2
5099,RCNHSha_20250516_003930_IMG3,2935,2266,140,68,3621,0.6183,0.9378,11.654,0.342,2
5100,RCNHSha_20250516_003930_IMG3,2258,2286,92,157,5856,0.6271,0.9294,17.7018,0.4058,47
5101,RCNHSha_20250516_003930_IMG3,2811,2321,77,39,1742,0.8498,0.9488,11.2123,0.3358,2
5102,RCNHSha_20250516_003930_IMG3,1334,2347,88,179,5524,0.6372,0.961,19.4201,0.4106,49
5103,RCNHSha_20250516_003930_IMG3,2628,2357,59,85,2815,0.7943,0.8152,14.0911,0.365,8
5104,RCNHSha_20250516_003930_IMG3,2514,2365,62,73,1273,0.509,0.9344,22.1632,0.2258,16
5105,RCNHSha_20250516_003930_IMG3,1078,2375,74,69,2746,0.8207,0.8649,15.4297,0.3715,10
5106,RCNHSha_20250516_003930_IMG3,2350,2442,69,96,2183,0.7887,0.9684,18.3107,0.3422,7
5107,RCNHSha_20250516_003930_IMG3,1079,2457,144,112,3943,0.5183,0.9577,10.5862,0.3238,49
5108,RCNHSha_20250516_003930_IMG3,2017,2557,96,72,2966,0.6715,0.8276,15.6259,0.3357,2
5109,RCNHSha_20250516_003930_IMG3,1400,2568,75,55,1939,0.7908,0.897,12.4191,0.3272,2
5110,RCNHSha_20250516_003930_IMG3,1335,2603,50,50,1507,0.8792,0.7593,12.0081,0.3361,5
5111,RCNHSha_20250516_003930_IMG3,2390,2616,49,69,1800,0.8763,0.8983,13.3052,0.3482,7
5112,RCNHSha_20250516_003930_IMG3,1489,2690,57,49,1865,0.9224,0.5175,11.7244,0.363,3
5113,RCNHSha_20250516_003930_IMG3,2288,2752,104,76,4023,0.7824,0.8347,13.6573,0.4093,2
5114,RCNHSha_20250516_003930_IMG3,2067,2850,55,72,1822,0.7796,0.908,9.0093,0.3158,7
5115,RCNHSha_20250516_004030_IMG7,1495,191,127,119,5006,0.4726,0.5037,9.3266,0.3511,3
5116,RCNHSha_20250516_004030_IMG7,2108,230,49,64,2337,0.9226,0.7616,13.3255,0.3836,7
5117,RCNHSha_20250516_004030_IMG7,2456,299,85,83,1642,0.6579,0.9827,12.0987,0.2751,2
5118,RCNHSha_20250516_004030_IMG7,1968,312,119,41,2217,0.5876,0.9704,15.6187,0.2806,2
5119,RCNHSha_20250516_004030_IMG7,1976,356,158,200,7706,0.4197,0.8821,13.46,0.3394,16
5120,RCNHSha_20250516_004030_IMG7,1525,406,63,86,2328,0.6859,0.7921,14.6753,0.3136,7
5121,RCNHSha_20250516_004030_IMG7,1753,440,90,76,3159,0.81,0.9328,16.8596,0.3862,49
5122,RCNHSha_20250516_004030_IMG7,1268,452,110,140,5245,0.6287,0.9,13.2914,0.4019,49
